formula,Tc
Ge0.5Cu3Sr2Ca1.8Y0.2O9.3,77.000
Ge0.4Cu3Sr2Ca1.7Y0.3O9.3,77.000
Er0.76Ca0.24Ba1.6Sr0.4Cu2.76Co0.24O6.88,77.000
Cu2W0.2Sr2Y1O7.3,77.000
Ba1.6Sr0.4Yb0.65Ca0.35Cu3O6.63,77.000
Sr2Ca1Cu2O5.5,77.000
Y1Ba2Cu3O6.8,77.000
Y1Ba2Cu3O6.85,77.000
La2.5Y0.5Ca1Ba3Cu6.86Fe0.14O16.578,77.000
Y0.5Eu0.5Ba2Cu4O8,77.000
La2.5Y0.5Ca1Ba3Cu6.86Fe0.14O16.578,77.000
Ho1Ba2Cu2.94O6.94,77.000
Y0.5Eu0.5Ba2Cu4O8,77.000
Lu0.85Pr0.15Ba1.7Sr0.3Cu3O6.91,77.000
Y1Ba2Cu2.97Zn0.03O7,77.000
La1.1Ba1.5Ca0.4Cu3O7.11,77.000
Y1Ba2Cu4O8,77.000
Hg0.8Nd0.2Ba2Cu1O4.3,77.000
Y1Ba1.7La0.3Cu3O7.02,77.000
Bi2Sr2Ca1Cu1.97Ni0.03O8,77.000
La1.7Nd0.3Ba2Ca0.6Cu4.6O7.135,77.000
Ba2Ca3Cu4F1.6O8.4,77.000
Y1Ba2Cu2.79Ga0.21O7,76.910
Y1Ba2Cu4O8,76.900
Y0.9Ca0.1Ba2Cu2.75Co0.25O7.03,76.900
Ca0.3Ba1.45La1.25Cu3O7.172,76.900
Ho0.99Ca0.01Ba2Cu4O8,76.800
Nd1.15Ba1.85Cu3O6.96,76.800
Y1Ba1.8Sr0.2Cu4O8,76.800
Y1Ba2Cu3H1.15O6.91,76.700
Y0.8Ca0.2Ba2Cu3O6.7,76.700
Bi1.7Pb0.3Sr2Ca0.9Nd0.1Cu2O8.27,76.670
Y1Ba2Cu2.94Fe0.06O6.954,76.600
Y1Ba2Cu3O6.75,76.600
Y1Ba1.6Sr0.4Cu4O8,76.600
Pb2Sr2Dy1Cu3O8,76.500
Bi2Sr1.1Ca1.9Cu2O8.22,76.500
Bi2Sr1.2Ca1.8Cu2O8.199,76.500
Bi2Sr1.3Ca1.7Cu2O8.19,76.500
Er0.8Ca0.2Ba2Cu3O6.91,76.500
Y1Ba1.8Sr0.2Cu4O8,76.500
Gd1Ba1Sr1Cu3O6.937,76.500
Y0.75Ca0.05Pr0.2Ba2Cu3O6.95,76.400
Y1Ba2Cu2.95Fe0.05O6.84,76.400
Bi2Sr1Ca2Cu2O8.229,76.400
Er0.8Pr0.2Ba2Cu3O7,76.400
Pb2Sr2Ho0.05Ca0.5Cu2.994Al0.006O8,76.400
La1Ba1Ca1Cu3O6.98,76.350
Y1Ba1Sr1Cu2.975Sn0.025O6.91,76.300
Y1Ba1.8La0.2Cu3O7,76.300
Y1Ba2Cu3O6.73,76.300
Y0.75Pr0.15Ca0.1Ba2Cu4O8,76.200
Ho1Ba2Cu4O8,76.200
Y1Ba2Cu2.9Fe0.1O6.92,76.000
Bi2Sr2Ca0.9Y0.1Cu2O8,76.000
Ho1Ba2Cu4O8,76.000
Bi1Pb1Sr2Y0.65Ca0.35Cu2O8,76.000
Y1Ba2Cu2.85Fe0.15O7.02,76.000
Bi2Sr2Ca1Cu2O8.28,76.000
Bi2Sr2Ca0.6Y0.4Cu2O8.36,76.000
Dy1Ba2Cu4O8,76.000
Ca1Ba1La1Cu3O6.85,76.000
La1Ba2Cu3O6.89,76.000
Al1Sr2Ca2Cu3O10.1,76.000
Pb2Sr2Y0.53Ca0.47Cu3O8,76.000
Y1Ba2Cu4O8,76.000
Nd1.1Ba1.9Cu3O6.935,76.000
La2Ca2Ba2Cu3O13.712,76.000
Ho1Ba2Cu4O8,76.000
Tm1.8Pr0.2Ba4Cu7O14.725,76.000
Ba1.6Sr0.4Yb0.85Ca0.15Cu3O6.83,76.000
Ba1.6Sr0.4Yb0.6Ca0.4Cu3O6.61,76.000
Tl0.5Pb0.5Sr4Cu2C0.9N0.1O7,76.000
Pb0.5Tl0.5Sr4Cu2C0.9N0.1O10,76.000
Tl1Sr1.7Cr0.3Cu1O5,76.000
Cu3P0.5Sr2Ca1.8Y0.2O9.45,76.000
La1Ba1.5Ca0.5Cu3O6.85,76.000
Ca0.3La0.55Ba1.45Cu3O7.16,76.000
Gd0.55Ca0.35Hf0.15Ba2Cu3O7.06,76.000
La1.6Er0.4Ba2Ca0.8Cu4.8O11.424,76.000
La1.55Er0.45Ba2Ca0.9Cu4.9O11.664,76.000
La1.6Gd0.4Ba2Ca0.8Cu4.8O11.401,76.000
Y1Ba1.76Sr0.24Cu4O8,76.000
La1.7Yb0.4Ba1.7Ca0.8Cu5O11.795,76.000
La1.5Yb0.5Ba1.5Ca1Cu5O11.785,76.000
Ca0.4La1.25Ba1.35Cu3O7.135,76.000
Yb0.8Pr0.2Ba1.7Sr0.3Cu3O6.92,76.000
Y1Ba2Cu2.97Zn0.03O7,76.000
Hg1Tl1Ba2Ca2Cu3O10,76.000
La1Ba1.5Ca0.5Cu3O7.079,76.000
La1.1Ba1.5Ca0.4Cu3O7.123,76.000
Bi2Sr2Ca1Cu2O8,76.000
Er1Ba2Cu2.94Zn0.03Fe0.03O6.94,76.000
Y1Ba2Cu3O6.63,76.000
La1.5Nd0.5Ca1Ba2Cu4.95Mo0.05O11.345,76.000
Fe0.5Ba2Ho1Cu2.5O7.49,76.000
Hg0.4Pr1.1Sr2Ca0.5Cu2O7.9,76.000
La3Ca0.8Cd0.2Ba3Cu7O16.536,76.000
Ba2Ca2Cu3F2O6,76.000
Y0.8Pr0.2Ba2Cu3O7,75.800
Y1Ba2Cu3O6.765,75.800
Bi2Sr2Ca0.9Pr0.1Cu2O8.234,75.800
Y1Ba1.4Sr0.6Cu4O8,75.800
Bi1.7Pb0.3Sr2Ca1Cu2O0.23,75.750
Y1Ba2Cu2.82Fe0.18O6.95,75.600
Y1Ba1Sr1Cu3O6.88,75.600
Pb2Sr2Y1Cu3O8,75.500
Bi2Sr2Ca0.9Ce0.1Cu2O8,75.455
Y1Ba2Cu3O6.75,75.300
Y1Ba2Cu2.97Zn0.03O7,75.200
La1.2Ba1.5Ca0.3Cu3O7.06,75.200
La1.25Ba1.45Ca0.3Cu3O7.15,75.200
Y1Ba2Cu3O6.87,75.100
Sr2Nd0.4Ca0.6Cu2F1O5,75.100
Y0.74Ca0.16Sr1.1Ba1Cu2.78S0.22O7,75.100
Y0.925Ca0.075Ba2Cu3O6.68,75.100
Gd0.75Ca0.1Mo0.15Ba2Cu3O6.671,75.100
Y0.95Ca0.05Ba2Cu2.75Co0.25O7.06,75.100
Y1Ba2Cu2.9Al0.1O7,75.000
Y1.2Ba0.8Cu1O4,75.000
Y1Ba2Cu2.85Ni0.15O6.84,75.000
Gd1Ba2Cu2.91Fe0.09O6.94,75.000
Y1Ba2Cu4O8,75.000
Bi1Pb1Sr2Y0.3Ca0.7Cu2O8,75.000
Dy1Ba2Cu4O8,75.000
Pb0.8Sr0.8Ba1.2Y0.7Ca0.3Cu3.2O8.3,75.000
Y1Ba2Cu2.7Ga0.3O6.93,75.000
Bi2Sr2Ca0.8Y0.2Cu2I1O8,75.000
Pb2Sr2Y0.61Ca0.39Cu3O8,75.000
Y0.9Pr0.1Ba2Cu4O8,75.000
Hg0.9Mo0.1Ba2Cu1O4.2,75.000
Bi2Sr2Ca1Cu2O8.26,75.000
Bi2Sr2Ca1Cu2O8.28,75.000
Pb2Sr2Ho0.5Ca0.5Cu3O8,75.000
Y0.85Pr0.15Ba2Cu3O6.84,75.000
Tl1Sr2Ca1Cu2O6.68,75.000
B1Sr2Ca2Cu3O9,75.000
Eu2Ba4Cu7O14.671,75.000
Ba1.6Sr0.4Yb0.6Ca0.4Cu3O6.36,75.000
Y1Ba2Cu4O8,75.000
Y1Ba2Cu3H0.1O6.795,75.000
Eu1Ba1Sr0.8Ca0.2Cu3O6.95,75.000
Eu1Ba1Sr0.7Ca0.3Cu3O6.95,75.000
B1Sr2Ca2Cu3O9,75.000
Y0.868Ca0.132Ba2Cu3O6.928,75.000
Nd0.7Ca0.3Ba0.6La0.4Cu3O6.79,75.000
B1Sr2Ca2Cu3O9,75.000
La1Ba1.1Ca0.9Cu3O7.02,75.000
La1Ba1Ca1Cu3O6.99,75.000
Y0.9Pr0.1Ba2Cu4O8,75.000
Y0.25Eu0.75Ba2Cu4O8,75.000
Ca5.9Sr3.5Bi0.3Y0.1Pb0.1Al0.1Cu15.1O29,75.000
Y0.9Ca0.1Ba2Cu3O6.7,75.000
Y0.25Eu0.75Ba2Cu4O8,75.000
Y1Ba2Cu4O8,75.000
Er1Ba2Cu3O6.6,75.000
Lu0.8Pr0.2Ba1.7Sr0.3Cu3O6.93,75.000
Y1Ba2Cu3O6.77,75.000
Hg1Ba2Cu1O4.06,75.000
Y1Ba2Cu2.9Ni0.1O6.93,75.000
Y1Ba2Cu2.94Zn0.06O6.93,75.000
Hg1Ba2Cu0.97Zn0.03O4.063,75.000
Bi0.8Pb0.1S0.1Sr2Ca0.7Nd0.3Cu2O6.95,75.000
Bi0.5Pb0.25S0.25Sr2Ca0.7Nd0.3Cu2O6.97,75.000
Fe0.5Ba2Dy1Cu2.5O7.52,75.000
V0.5Sr2.4Ca3.6Cu5.5O13.55,75.000
V0.5Sr2.3Ca4.7Cu6.5O15.5,75.000
Nd1Ba1.4Sr0.6Cu3O6.94,75.000
Sr2Cu1O3.4,75.000
Bi0.2Pb0.4La1.2Sr1.3Cu1.9O5.78,75.000
Bi2Sr2Ca1Cu2O8,75.000
Y0.95Ga0.05Ba2Cu4O8,75.000
Sr1.84Ba0.16Cu1O3.4,75.000
Lu0.8Nd0.2Ba2Cu4O8,75.000
Ca3Ir3.64Co0.36Sn13,75.000
Y1Ba2Cu2.9Fe0.1O6.9,74.900
Y0.8Pr0.2Ba2Cu3O6.96,74.700
Gd1Ba2Cu4O8,74.700
Y0.8Pr0.2Ba2Cu3O6.95,74.600
Y0.9Pr0.1Ba2Cu4O8,74.600
Y1Ba2Cu2.91Zn0.09O6.9,74.600
Y1Ba2Cu3.92Ga0.08O8,74.500
Hg1.4Tl0.6Ba2Y0.7Ca0.3Cu2O7.81,74.500
Y1Ba2Cu4O8,74.500
Bi8Sr5Ca7Cu9O34.94,74.400
Y1Ba2Cu2.88Ni0.12O7,74.300
Gd0.9Pr0.1Ba2Cu3O6.95,74.300
Bi8Sr6Ca6Cu9O34,74.300
La1.25Ca0.35Ba1.4Cu3O7.108,74.300
Y1Ba1.98La0.02Cu4O8,74.300
Bi2Sr2Ca1Cu1.99Fe0.01O8,74.100
Y1Ba2Cu2.91Ti0.09O6.9,74.100
Y1Ba2Cu2.82Fe0.18O7,74.000
Bi2Sr2Ca0.65Y0.35Cu2O8.3,74.000
Y1Ba2Cu4O8,74.000
Ho1Ba2Cu4O8,74.000
Pb0.8Sr1Ba1.2Y0.7Ca0.3Cu3O8.28,74.000
Nd1Ba1Sr1Cu3O6.94,74.000
Bi0.33Hg0.67Sr2Y1Cu2O7,74.000
Y1Ba2Cu3O6.883,74.000
Y0.9Ca0.1Ba2Cu2.9Ni0.1O6.86,74.000
Hg0.8Mo0.2Ba2Cu1O4.4,74.000
Dy1Ba2Cu4O8,74.000
Y1Ba2Cu4O8,74.000
La2.25Ca1.5Ba2.25Cu6O13.93,74.000
La2.7Ca0.6Ba2.7Cu6O14.186,74.000
Y1Ba2Cu3.98Ni0.02O8,74.000
Y1Ba2Cu3.992Zn0.008O8,74.000
La2.7Gd0.4Ca0.8Ba3.1Cu7O16.537,74.000
Ba1.6Sr0.4Yb0.75Ca0.25Cu3O6.68,74.000
La5.8Y0.4Ca0.8Ba3.1Cu7O16.548,74.000
Cu3P0.5Sr2Ca1.8Y0.2O9.45,74.000
La1.05Ba1.5Ca0.45Cu3O6.81,74.000
La1Ba1.4Ca0.6Cu3O6.9,74.000
La1Ba1.2Ca0.8Cu3O6.95,74.000
Gd1Ba2Cu4O8,74.000
Eu1Ba2Cu4O8,74.000
Pb2Sr2Eu0.75Ca0.25Cu3O8.1,74.000
Y0.8Pr0.2Ba2Cu4O7.95,74.000
Eu1Ba2Cu4O8,74.000
Bi2Sr2Ca1Cu2O8.197,74.000
Tl1Sr2Ca0.4Pr0.6Cu2O7,74.000
Hg1Ba2Cu1O4.12,74.000
La1.5Ba1Ca0.5Cu3O7.195,74.000
Y1Ba0.75Sr1.25Cu3O6.94,74.000
Bi2Sr2Ca1Cu1.952Ni0.048O8,74.000
Bi2Sr2Ca1Cu2O8,74.000
La1Ba2Cu3O6.95,74.000
Y0.9Ga0.1Ba2Cu4O8,74.000
Y1Ba2Cu2.95Zn0.05O6.94,73.900
Bi2Sr2Ca1Cu2O8.242,73.900
Y1Ba1Sr1Cu2.95Sn0.05O6.96,73.900
Y0.8Ca0.2Ba2Cu3O6.9,73.900
Ca0.9Nd0.1Ba1La1Cu3O6.87,73.800
Ca0.8Nd0.2Ba1La1Cu3O6.99,73.800
Ca0.7Nd0.3Ba1La1Cu3O7.04,73.800
Bi2Sr1.8Ca1.2Cu2O8.211,73.700
Y1Ba1Sr1Cu2.95Sn0.05O6.96,73.700
Y1Ba2Cu3O6.7,73.620
Er0.75Ca0.1Hf0.15Ba2Cu3O6.796,73.600
Dy1Ba2Cu4O8,73.600
Y1Ba2Cu3O6.73,73.600
Dy1Ba2Cu4O8,73.600
Bi8Sr8Ca4Cu9O34.25,73.500
Bi1.9Pb0.1Sr2Ca1Cu2O8.2,73.500
Lu0.7Pr0.3Ba2Cu3O7,73.500
Y1Ba2Cu3.88Ga0.12O8,73.500
Gd1Sr0.1Ba1.9Cu4O8,73.500
Yb0.7Pr0.3Ba2Cu3O6.97,73.500
Hg1Ba2Cu1O4.05,73.500
Y1Ba1.76La0.24Cu3O7.024,73.400
Gd1Ba2Cu4O8,73.400
Gd1Ba2Cu4O8,73.400
Y0.7Pr0.2Ca0.1Ba2Cu4O8,73.400
Y0.8Pr0.2Ba2Cu3O6.95,73.300
Y1Ba2Cu3.98Co0.02O8,73.300
Y1Ba2Cu3.99Zn0.01O8,73.300
Bi1.6Pb0.4Sr2Ca2Cu3O10.24,73.300
Pb2Sr2Ho0.5Ca0.5Cu3O8,73.200
Y1Ba2Cu3O6.8,73.200
Y0.8Pr0.2Ba2Cu3O7,73.200
Sr2Nd0.3Ca0.7Cu2F1O5,73.100
Gd1Ba2Cu4O8,73.100
Gd1Sr1.8Ba0.2Cu4O8,73.100
Y1Ba2Cu2.7Al0.3O6.99,73.000
Y1Ba2Cu2.9Co0.1O6.82,73.000
Y1Ba2Cu2.7Ni0.3O6.88,73.000
Bi0.7Pb0.3Sr1Ca1Cu1.8O6,73.000
Bi1.7Pb0.3Sr2Ca0.7Y0.3Cu2O8.26,73.000
Bi2Sr1.5Ca1.5Cu2O8.22,73.000
Y1Ba2Cu2.85Ni0.15O6.9,73.000
Sm1Ba2Cu3O7,73.000
Bi2Sr2Ca0.8Pr0.2Cu2O8,73.000
Bi2Sr2Ca0.8Gd0.2Cu2O8,73.000
Y1Sr2Cu2.85Re0.15O7.1,73.000
Bi2Sr2Ca1Cu2O8.212,73.000
Tl1Sr2Ca1Cu2O7,73.000
Hg0.9Ba2Cu1O4,73.000
Y1Ba2Cu2.94Fe0.06O7,73.000
Y0.7Ca0.3Ba1.3La0.7Cu3O7.16,73.000
Nd1Ba1.8Ca0.2Cu3O6.866,73.000
Ca2Sr2Cu3Ga1O9,73.000
Er1Ba2Cu2.94Co0.06O6.8,73.000
Er1Ba2Cu2.94Co0.06O6.8,73.000
Ge0.5Cu3Sr2Ca1.7Y0.3O9.3,73.000
Hg1Ba2Cu1O4.045,73.000
Y1Ba2Cu3O6.75,73.000
Pb2Sr2Y0.5Ca0.5Cu3F1.003O7.261,73.000
Ba1.6Sr0.4Yb0.65Ca0.35Cu3O6.45,73.000
Y1Ba2Cu3H0.1O6.765,73.000
La0.9Ba1.5Ca0.6Cu3O6.74,73.000
La1Ba1.3Ca0.7Cu3O6.92,73.000
Gd0.45Ca0.4Mo0.15Ba2Cu3O6.537,73.000
Y1Ba2Cu3.96Fe0.04O8,73.000
Y1Ba2Cu3.96Fe0.04O8,73.000
Pb2Sr2Eu0.8Ca0.2Cu3O8.1,73.000
Pb2Sr2Eu0.7Ca0.3Cu3O8.1,73.000
La1.3Yb0.6Ba1.3Ca1.2Cu5O11.74,73.000
Y0.8Ca0.2Ba1.5La0.5Cu3O7.13,73.000
Eu1Ba1.9Pr0.1Cu3O6.75,73.000
La0.8Ca0.2Ba1.5Sr0.5Cu3O6.794,73.000
Bi2.1Sr1.8Ca1Cu1.96Co0.04O8,73.000
V0.5Sr2.6Ca5.4Cu7.5O17.3,73.000
Tl0.5Pb0.5Sr2Ca1Cu2.95Zn0.05O7,73.000
Y0.6Ca0.2Pr0.2Ba2Cu3O6.95,72.900
Y1Ba2Cu4O8,72.900
Ca0.4Ba1.25La1.35Cu3O7.19,72.900
Y1Ba1.5Sr0.5Cu3O6.85,72.900
Y1Ba2Cu2.975Zn0.025O6.85,72.850
Eu1Ba2Cu2.9Co0.1O6.97,72.700
Y0.8Pr0.2Ba2Cu3O6.98,72.600
Bi8Sr6Ca6Cu9O33.85,72.500
Bi8Sr7Ca5Cu9O34.13,72.500
La1Ba1.75Sr0.25Cu3O6.946,72.500
Y1Ba2Cu3H0.2O6.795,72.500
Y0.95Ca0.05Ba2Cu2.95Co0.05O6.84,72.500
Y0.9Pr0.1Ba2Cu4O8,72.500
Hg0.5Fe0.5Sr2Y0.3Ca0.7Cu2O6.65,72.500
Y0.85Pr0.15Ba2Cu4O8,72.300
Y1La1Ba4Cu6O13.95,72.200
Bi2Sr2Ca1Cu2O8,72.200
I1Bi2Sr2Ca1Cu2O8,72.200
Er0.55Ca0.3Hf0.15Ba2Cu3O7.05,72.200
Y2Ba4Cu7O15,72.200
Y0.8Ca0.2Ba2Cu3O6.6,72.100
Y1Ba2Cu3Cl1O6,72.000
Y1Ba2Cu2.955Fe0.045O6.89,72.000
Bi1.7Pb0.3Sr2Ca0.7Y0.3Cu2O8.25,72.000
Y1Ba2Cu4Li0.031O8,72.000
Pb0.5Sr2Ca0.5Tm0.5Cu2.5O7,72.000
Y1Ba2Cu4O8,72.000
Al1Sr2Ca2Cu3O9.7,72.000
Y0.9Ca0.1Ba1.6La0.4Cu3O7.09,72.000
Nd0.9Ba1.7Ca0.4Cu3O6.801,72.000
Y1Ba2Cu4O8,72.000
Pb2Sr2Y0.5Ca0.5Cu3F0.561O7.649,72.000
Y0.95Ca0.05Ba2Cu3O6.7,72.000
Nd0.8Ca0.2Ba0.6La0.4Cu3O6.72,72.000
Cu3P0.5Sr2Ca1.8Y0.2O9.25,72.000
Cu3P0.5Sr2Ca1.8Y0.2O9.35,72.000
La1.65Ba1.5Ca0.35Cu3O6.79,72.000
La1.1Ba1.5Ca0.4Cu3O6.82,72.000
Hg1Ba2Cu1O4.02,72.000
La1Ba1.5Ca0.5Cu3O7.112,72.000
Y1Ba2Cu4O8,72.000
Y1Ba2Cu4O8,72.000
Ca5.84Sr4.02Bi0.14Cu15.84O29,72.000
Er1Ba2Cu2.82Fe0.18O6.97,72.000
Hg1Ba2Cu1O4.043,72.000
La2.3Gd0.7Ca1Ba2.8Sr0.2Cu6.86In0.14O16.536,72.000
Fe0.5Ba2Gd1Cu2.5O7.45,72.000
Fe0.5Ba2Er1Cu2.5O7.46,72.000
Fe0.5Ba2Yb1Cu2.5O7.45,72.000
Sr2Ca3Cu4F2O8.8,72.000
Lu1.8Ba0.2Cu1O4,71.900
Gd0.45Ca0.4Hf0.15Ba2Cu3O7.08,71.900
Bi2Sr2Ca1Cu2O8,71.800
Bi2Sr1.9Ca1.1Cu2O8.181,71.800
Gd1Ba2Cu4O8,71.800
Y1Ba2Cu2.76Ga0.24O7,71.790
Y0.8Pr0.2Ba2Cu3O6.82,71.600
Bi2Sr2Ca1Cu2I0.25O8.21,71.600
Y0.8Ca0.2Ba2Cu3O7,71.600
Bi2Sr2Ca1Cu2O8,71.500
Y1Ba2Cu2.76Ni0.24O7,71.500
Bi2Sr2Ca1Cu1.98Fe0.02O8,71.500
La3Ca0.7Cd0.3Ba3Cu7O16.459,71.500
Y1Ba2Cu3.84Ga0.16O8,71.250
Y1Ba2Cu3O6.7,71.200
Y1Ba2Cu3O6.773,71.200
Bi2Sr2Ca1Cu2O8.24,71.100
Y1Ba2Cu3.98Ni0.02O8,71.050
Y1.01Ba2.01Cu2.906Ni0.094O6.7,71.000
Y1Ba2Cu2.6Ni0.4O7,71.000
Bi1.7Pb0.3Sr2Ca0.7Y0.3Cu2O8.25,71.000
Dy1Ba2Cu4O8,71.000
Pb2Sr2Eu1Cu3O8,71.000
Y1Sr2Cu2.8Mo0.2O7.1,71.000
Y1Ba2Cu2.85Co0.15O6.92,71.000
Tl0.5Pb0.5Sr4Cu2C1O10,71.000
Pb1Sr2Y0.62Ca0.38Cu3O8,71.000
Nd0.9Ca0.1Ba1Sr1Cu3O6.85,71.000
Y0.9Ca0.1Ba2Cu3O6.7,71.000
Nd1Ba1.5Sr0.5Cu3O6.91,71.000
Nd1Ba1.5Sr0.5Cu3O6.91,71.000
Hg1Ba2Cu1O4.12,71.000
La0.75Sm0.25Ba1Ca1Cu3O7,71.000
Cu4.5Sr2Ca3Cr0.5O11.45,71.000
La1Ba0.9Ca1.1Cu3O7.05,71.000
Pb2Sr2Eu0.85Ca0.15Cu3O8.1,71.000
Pb2Sr2Eu0.65Ca0.35Cu3O8.1,71.000
La1.65Er0.35Ba2Ca0.7Cu4.7O11.166,71.000
Y1Ba2Cu3F0.1O6.7,71.000
Tl0.5Pb0.5Sr4Cu2C1O7,71.000
Yb0.75Pr0.25Ba1.7Sr0.3Cu3O6.92,71.000
Y1Ba2Cu2.9Fe0.1O6.929,71.000
Hg1Ba2Cu1O4.06,71.000
La0.85Ca0.15Ba1.5Sr0.5Cu3O6.819,71.000
Y1Ba2Cu2.88Co0.12O7,71.000
Y1Ba2Cu2.94Zn0.06O6.96,71.000
Tl0.5Pb0.5Sr2Ca1Cu2.98Zn0.02O7,71.000
Gd0.96Ca0.04Ba1Sr1Cu3O6.914,71.000
Sr2Nd0.5Ca0.5Cu2F1O5,70.900
Y0.8Pr0.2Ba2Cu4O8,70.800
Nd0.8Ca0.1Pr0.1Ba2Cu3O7.02,70.800
Y0.975Ca0.025Ba2Cu3O6.72,70.800
Bi1.4Pb0.6Sr2Ca1.4Ga0.6Cu3O7,70.600
Pb0.5Cd0.5Sr2Y0.5Ca0.5Cu2O7,70.500
Y1Ba2Cu3.98Fe0.02O8,70.500
Eu1Ba2Cu4O8,70.500
Y0.8Pr0.2Ba2Cu4O8,70.500
Gd0.99Ca0.01Ba1Sr1Cu3O6.92,70.500
Y1La1.2Ba3.8Cu6O14.07,70.400
Y1Ba2Cu3.97Ni0.03O8,70.400
Y1Ba2Cu3.987Fe0.013O8,70.300
Hg0.92Ba2.05Cu1.03O4.087,70.300
Y1Ba2Cu3.8Ga0.2O8,70.250
Y0.8Pr0.2Ba2Cu4O8,70.200
Y1Ba2Cu2.955Zn0.045O7,70.100
Tl2Ba2Cu1O5.929,70.000
Bi2Sr2Ca1Cu2O8.23,70.000
Y2Ba4Cu7O14.78,70.000
Bi2Sr2Ca1Cu2O8.199,70.000
Bi2Sr2Ca0.8Y0.2Cu2O8,70.000
Pb0.5Sr2Ca0.5Er0.5Cu2.5O7,70.000
Tm1Ba1Sr1Cu3O6.94,70.000
Y1Ba2Cu3.987Fe0.013O8,70.000
Hg0.6Cr0.4Ba2Cu1O4.1,70.000
Y0.5Ca0.5Ba1.1La0.9Cu3O7.15,70.000
Nd1.1Ba1.7Sr0.2Cu3O6.858,70.000
Sr2Y1Cu3O7.65,70.000
Ga1Sr2Ca2Cu3O9,70.000
Ca1La1Ba1Cu3O7,70.000
Bi2Sr2Ca1Cu2O8.214,70.000
Sr2Cu1O3.1,70.000
Sr2Cu1O3.1,70.000
Tl0.5Pb0.5Sr4Cu2C7O21,70.000
Tl0.5Pb0.5Sr4Cu2C0.7N0.3O7,70.000
Tl0.5Pb0.5Sr4Cu2C0.5N0.5O7,70.000
Bi2Sr2Ca1Cu2O8.218,70.000
Hg1Ba2Cu1O4.049,70.000
Pb0.5Tl0.5Sr4Cu2C0.7N0.3O10,70.000
Pb0.5Tl0.5Sr4Cu2C0.5N0.5O10,70.000
Sr2Cu1O3.1,70.000
Cu3P0.5Sr2Ca1.8Y0.2O9.35,70.000
La2.5Y0.5Ca1Ba3Cu6.72Fe0.28O16.592,70.000
Y0.7Ca0.3Ba2Cu2.7Co0.3O6.84,70.000
Y0.8Pr0.2Ba2Cu3O6.96,70.000
La1.25Ba1.5Ca0.25Cu3O6.74,70.000
Y1Ba2Cu3.92Fe0.08O8,70.000
Y1Ba2Cu3.92Fe0.08O8,70.000
La1.7Er0.3Ba2Ca0.6Cu4.6O10.92,70.000
La1.1Yb0.7Ba1.1Ca1.4Cu5O11.692,70.000
Bi2Sr2Ca1Cu2O8.23,70.000
Y0.95Ca0.05Ba2Cu3O6.7,70.000
Y1Ba2Cu3.985Zn0.015O7.95,70.000
Bi2Sr2Ca0.8Pr0.2Cu2O8.282,70.000
Y1Ba2Cu3O6.7,70.000
Tl1Sr2Ca0.6Pr0.4Cu2O7,70.000
Y1Ba2Cu2.88Ni0.12O7,70.000
Dy1Ba2Cu2.9Fe0.1O6.84,70.000
Sm1Ba2Cu2.96Zn0.04O6.83,70.000
Dy1Ba2Cu2.96Zn0.04O6.9,70.000
La1.1Ba1.5Ca0.4Cu3O6.97,70.000
La1.1Ba1.5Ca0.4Cu3O7.17,70.000
Hg1Ba2Cu1O4.19,70.000
Bi2Sr2Ca1.2Cu3.22O8,70.000
Y0.8Pr0.2Ba2Cu3O6.965,70.000
Y1Ba1.6La0.4Cu3O7.14,70.000
Y1Ba1.8Cu2.8Co0.2O7.05,70.000
Y1Ba1.95Cu2.95Co0.05O6.9,70.000
Y1Ba2Cu2.9Ni0.1O6.93,70.000
Y1Ba2Cu2.9Ni0.1O6.95,70.000
Bi2Sr2Ca1Cu2O8.213,70.000
Bi2Sr2Ca1Cu2O8.3,70.000
La1.5Nd0.5Ca1Ba2Cu4.85Mo0.15O11.322,70.000
La1.5Nd0.5Ca1Ba2Cu4.75Mo0.25O11.143,70.000
Ba2Ca3Cu4F2O8,70.000
Sr3Cu2Cl1O5,70.000
Ga4Mo1,7.980
Nb5Ir1.2Pt1.8O1,7.980
Tm1Ni1.96Fe0.04B2C1,7.970
Sr0.4Eu0.6Fe1.76Co0.24As2,7.970
Pr0.5La0.5Pt4Ge12,7.970
B2Nb0.7,7.960
Ir0.82Rh0.12Se2,7.960
Fe1Se0.82S0.18,7.960
Bi1In1,7.950
Bi0.1Pb0.9,7.950
Lu0.25Sc4.75Ir4Si10,7.950
Er1Rh3.6Ir0.4B4,7.950
Nb1,7.950
Sn0.36Eu0.7Mo6.35S8,7.940
Ca3Rh4Sn13,7.940
Lu2.5Sc2.5Ir4Si10,7.930
Nb0.738Ga0.160Co0.102,7.920
Mo0.874Zr0.036B2,7.920
La2.989Gd0.011In1,7.920
Pr1Pt4Ge12,7.920
La1Bi1S2F0.5O0.5,7.920
Pr1Pt4Ge12,7.920
N0.99V1,7.910
Pr1Pt4Ge12,7.910
Li2Pd2.85Ni0.15B1,7.910
Pr1Pt4Ge12,7.910
Pr1Pt4Ge12,7.910
Pr1Pt4Ge12,7.910
La1.78Sr0.22Cu0.96Ni0.04O4,7.900
La0.5Th0.5Ni1C2,7.900
La0.5Th0.5Ni1C2,7.900
Mg0.7Al0.3B2,7.900
Tc0.6W0.4,7.900
Nb3Rh0.1Pt0.9,7.900
