formula,Tc
Y1Ba2Cu3.92Co0.08O8,38.4
Y1Ba2Cu3.96Ni0.04O8,38.4
Y1Ba1Sr1Cu2.85Sn0.15O7.062,38.4
Y1Ba2Cu3O6.73,38.4
Y1Ba2Cu2.925Zn0.075O6.85,38.4
Pb2Sr2Ho0.5Ca0.5Cu2.982Al0.018O8,38.4
Hg0.92Ba2.05Cu1.03O4.103,38.3
Y1Ba2Cu2.8Ni0.2O7,38.3
Pb0.5Cd0.5Sr2Y0.5Ca0.5Cu2O7,38.3
Ca0.4Ba1.25La1.35Cu3O7.16,38.3
Y1Ba2Cu3.939Ni0.061O8,38.3
Eu0.8Pr0.2Ba2Cu4O8,38.3
Hg0.5Fe0.5Sr2Y0.2Ca0.8Cu2O6.63,38.3
Bi1.7Pb0.3Sr2Ca0.6Y0.4Cu2O8,38.3
Y0.7Pr0.3Ba2Cu4O8,38.3
Tl0.5Pb0.5Sr2Ca1Cu2.98Ni0.02O7,38.3
Y1Ba2Cu3O6.66,38.3
Y1Ba2Cu2.4Ga0.6O7,38.3
Y0.8Pr0.2Ba2Cu3O7.2,38.3
Gd1Ba1.9Pr0.1Cu3O7.03,38.25
Bi2Sr2Ca1Cu2I0.43O8.21,38.25
Y1Ba2Cu3.98Ni0.02O8,38.2
Y1Ba2Cu2.697Mn0.303O6.9,38.2
Y1Ba2Cu2.05Al0.95O6.7,38.2
Y1Sr2Cu2.8Re0.2O7.2,38.2
Ga1Sr2Ca3Cu4O11.5,38.2
Y1Ba2Cu3O6.7,38.2
Al1Sr2Ca2Cu3O9.3,38.2
Y1Ba2Cu3O6.68,38.2
Eu1.6Pr0.4Ba4Cu7O14.761,38.2
Tl0.5Pb0.5Sr4Cu2C7.75O23.25,38.2
La1Ba1Ca1Cu3O7,38.2
Y1Ba2Cu3O6.76,38.2
Eu0.8Pr0.2Ba2Cu3O7,38.2
Y1Ba2Cu3.964Ni0.036O8,38.2
Y0.6Pr0.4Ba2Cu4O7.95,38.14
Y1Ba2Cu3O6.68,38.11
Y1Ba2Cu3O6.68,38.1
Nd1Ba2Cu3O6.78,38.1
Y1Ba2Cu3.976Zn0.024O8,38.1
Y1Ba2Cu3.972Zn0.028O8,38.05
Yb0.7Pr0.3Ba1.7Sr0.3Cu3O6.93,38
Y1Ba2Cu3O6.7,38
Dy1Ba2Cu2.8Ni0.2O6.83,38
Y0.8Ce0.1Ca0.1Ba2Cu4O8,38
Y1Ba1.75Cu2.75Co0.25O7.06,38
Er1Ba2Cu2.91Zn0.06Fe0.03O6.93,38
La0.7Ca0.2Pr0.1Ba1.5Sr0.5Cu3O6.809,38
La1.25Ca0.25Ba1.5Cu3O7.087,38
Y0.8Pr0.2Ba2Cu3O7.5,38
Y1Ba2Cu3.96Mn0.04O8,38
Y0.8Pr0.2Ba2Cu3O6.91,38
Bi2Sr2Ca0.6Y0.4Cu2O8,38
Y1Ba1.7La0.3Cu4O7.8,38
Bi1.4Pb0.6Sr2Ga2Cu3O7,38
Y0.8Pr0.2Ba2Cu3O7.3,38
Y0.8Ca0.2Ba2Cu3O6.51,38
Y1Ba2Cu3O6.66,38
Y0.7Pr0.3Ba2Cu3O6.95,38
Y1Ba2Cu3.96Co0.04O8,38
Y1Ba2Cu3O6.7,38
Y1Sr2Cu3O7.5,38
Y1Ba2Cu3.96Ni0.04O8,38
Hg0.9Cr0.1Sr2Cu1O4,38
Y1Ba2Cu3O6.64,38
Y1Ba2Cu3O6.65,38
Yb0.9Ca0.1Ba1.6Sr0.4Cu3O6.89,38
Bi1.7Pb0.3Sr2Ca0.65Y0.35Cu1.94Zn0.06O8,38
Y1Ba2Cu3O6.75,38
Y0.99Ba1.99Cu2.847Li0.153O6.4,38
Y1Ba2.01Cu2.806Cr0.194O7.3,38
Y1Ba2Cu3O6.72,38
Y1Ba2Cu3O6.62,38
Tl2Ba2Cu1O6.03,38
Pb0.5Sr2Ca0.5Sm0.5Cu2.5O7,38
Pb0.5Ca1Sr2Y0.5Cu2O7,38
Sr2Ho1Cu3O1,38
Y0.75Ca0.25Ba2Cu2.75Ni0.25O6.77,38
Sr1.5Ba0.5Cu1F2O2,38
Sr2Y1Cu3O7.95,38
Sr2Y1Cu3O7.45,38
Sr2Tm1Cu3O7.65,38
Sr2Tm1Cu3O7.2,38
Sr2Tm1Cu3O7.48,38
Pb2Sr2Y0.5Ca0.5Cu3O8.188,38
Y1Ba2Cu3O6.63,38
Tl1Sr2Ca0.4Tb0.6Cu2O7,38
Y1Ba2Cu2.94Ni0.06O7,38
Y1Ba2Cu2.4Fe0.6O7.453,38
Dy1Ba2Cu2.94Zn0.06O6.9,38
Y1Ba2Cu4O8,38
La1.5Ba1.1Ca0.4Cu3O7.082,38
Y1Ba2Cu3O6.73,38
Y1Ba2Cu2.988Zn0.012O6.75,38
La0.75Ca0.15Pr0.1Ba1.5Sr0.5Cu3O6.845,38
Y0.8Pr0.2Ba2Cu4O8,38
La1Fe1P1F0.1O0.9,38
Y0.8Ca0.2Ba2Cu3O6.5,38
Y1La0.2Ba1.8Cu3O7.16,38
Y1Ba2Cu3O6.67,38
Sr2Y1Ru0.5Cu0.5O6,38
Y0.9Pr0.1Ba2Cu3O6.85,38
Y1Ba1.7La0.3Cu3O7.059,38
Y1Ba2Cu2.97Zn0.03O6.76,38
Y1Ba1.8La0.2Cu3O6.9,38
Y1Ba2Cu3O6.61,38
Y1Ba2Cu3O6.52,38
Er1Ba2Cu3O6.64,38
Y1Ba2Cu3O6.61,38
Y1Ba2Cu3O6.61,38
Y1Ba2Cu3O6.59,38
Y1Ba2Cu3O6.59,38
Er0.7Pr0.3Ba2Cu3O7,38
Y1Ba2Cu3O6.63,38
Y1Ba2Cu3O6.75,38
Bi2Sr2Ca0.7Pr0.3Cu2O8,38
Y0.7Pr0.3Ba2Cu4O8,38
Tl1Ba2Sr2Cu2C1O10,38
Y1Ba1.9La0.1Cu4O8,38
Y1Ba1.87La0.13Cu4O8,38
Y1Ba1.7La0.3Cu3O7.02,38
Sr1.5Ba0.5Y1Cu2.8Ga0.2O7.2,38
Ba1.6Sr0.4Yb0.85Ca0.15Cu3O6.6,38
Ba1.6Sr0.4Yb0.65Ca0.35Cu2O6.4,37.94
Y0.7Pr0.3Ba2Cu4O8,37.94
Tl1Sr2Ba2Cu2C0.9N0.1O10,37.9
Tl1Sr2Ba2Cu2C0.8N0.2O10,37.9
Y0.75Ca0.25Ba2Cu2.75Co0.25O6.8,37.9
Hg1Ba2Cu1O4.01,37.9
Y1Ba2Cu3.84Fe0.16O8,37.9
Y1Ba2Cu3.84Fe0.16O8,37.9
Ru1Sr2Gd0.9Ca0.1Cu2O8,37.9
Lu0.7Pr0.3Ba1.7Sr0.3Cu3O6.89,37.8
Hg1Ba2Cu1O4.01,37.8
Hg1Ba2Cu1O4,37.8
Y0.8Ca0.2Ba2Cu3O6.49,37.8
Tl0.7Gd0.3Sr2Ca0.8Cr0.2Cu2O7,37.8
Y1Ba2Cu3O6.62,37.8
Y1Ba2Cu3O6.72,37.8
Y1Ba2Cu2.94Zn0.06O6.84,37.8
Bi2Sr2Ca0.7Pr0.3Cu2O8.299,37.8
Bi2Sr2Ca1Cu2O8.28,37.8
Bi1.7Pb0.3Sr2Ca0.75Y0.25Cu1.94Zn0.06O8,37.8
Y0.7Pr0.3Ba2Cu3O6.942,37.8
Y0.7Pr0.3Ba2Cu3O6.942,37.8
Y1Ba2Cu3O6.67,37.8
Ca0.9Ce0.1Ba1La1Cu3O7.02,37.8
Bi2Sr2Ca0.9Pr0.1Cu2O8,37.8
Y1Ba2Cu3.92Fe0.08O8,37.8
Y0.6Pr0.4Ba1Sr1Cu3O6.9,37.8
Y1Ba2Cu3O6.666,37.8
Nd1Ba2Cu3O6.23,37.78
Bi2.2Sr1.72La0.08Ca1Cu2O8,37.76
Y1Ba2Cu2.7Ni0.3O6.97,37.75
C0.57Sr2Ca0.7Y0.3Cu2.33O6.78,37.75
Y1Ba1.8La0.2Cu4O7.9,37.7
Y1Ba2Cu2.94Fe0.06O7,37.7
Y2La0.6Ba3.4Cu6O14.02,37.7
Y1Ba2Cu2.994Zn0.006O6.63,37.7
Y1Ba2Cu3O6.7,37.7
Y2Ba4Cu7O14.68,37.7
Y1Ba2Cu2.91Fe0.09O6.83,37.7
Bi2Sr2Ca1Cu2O8,37.6
Y1Ba1.7La0.3Cu3O7.1,37.6
Pb0.5Sr2Ca0.5Nd0.5Cu2.5O7,37.6
Pb0.5Sr2Ca0.5Eu0.5Cu2.5O7,37.6
Pb0.5Sr2Ca0.5Gd0.5Cu2.5O7,37.6
Y2Ba4Cu7O14.53,37.6
C0.55Sr2.03Ca0.62Y0.35Cu2.35O6.79,37.6
Sr1.6Ba0.4Cu1F2O2,37.6
Tl1.2Sr2Ca0.8Cu2O6.862,37.6
Y0.9Ca0.1Ba1.5La0.5Cu3O7.13,37.58
La1.8Sr0.2Ca1Cu2O5.98,37.5
Hg1Ba2Cu1O4.13,37.5
Y1Ba2Cu3O6.63,37.5
Ca1La1Ba1Cu2.97Zn0.03O7,37.5
Tm1.4Pr0.6Ba4Cu7O14.667,37.5
Ba1.6Sr0.4Yb1Cu3O6.75,37.5
Tl0.5Pb0.5Sr4Cu2C7O21,37.5
Y0.8Pr0.2Ba2Cu4O8,37.5
Bi1.6Pb0.4Sr2Cu3Ca2O10.08,37.5
Y1Ba2Cu3O6.74,37.5
La1Ba0.8Ca1.2Cu3O7.11,37.5
La1.9Yb0.3Ba1.9Ca0.6Cu5O11.797,37.5
Y0.6Pr0.4Ba2Cu4O8,37.5
Tl1Sr2Ca0.4Gd0.6Cu2O7,37.5
Ca0.4Ba1.35La1.25Cu3O7.05,37.5
Y1Ba2Cu2.3Fe0.7O7.484,37.5
La1.2Ba1.5Ca0.3Cu3O6.93,37.5
Pr1Ba2Cu3O6.6,37.5
Y1Ba2Cu3O6.6,37.5
Hg1Ba2Cu1O4.1,37.5
Y1Ba2Cu2.95Zn0.05O6.8,37.5
Y1Ba2Cu2.91Zn0.09O6.68,37.5
Hg1Ba2Cu1O4.1,37.43
Fe0.5Ba1Sr1Y1Cu2.5O7.35,37.4
Fe0.5Ba2Eu1Cu2.5O7.51,37.4
Fe0.5Ba2Tm1Cu2.5O7.43,37.4
Hg0.4Pr1.1Sr2Ca0.5Cu2O6.9,37.4
H2S1,37.4
Fe1Se1,37.4
Fe1Se0.99,37.4
Pb0.93Tl0.075,37.4
Pb1Tl0.075,37.4
Nd1Fe1As0.2P0.8F0.1O0.9,37.4
Mg1C0.885B0.04Ni3,37.4
Sb2Te3,37.4
Ca3Ir4Sn13,37.3
Sc4.5Dy0.5Ir4Si10,37.3
Cr0.071Nb0.929,37.3
Nb1Se2,37.3
La1Mo6S8,37.3
In0.2Pb0.8,37.3
Nb0.9V0.1,37.3
Au2Pb1,37.3
Ti0.6V0.4,37.3
Li2Pd3B1,37.3
Ba1Pt3Au1Ge12,37.3
Sc0.4V0.6,37.3
Lu0.65Er0.35Ru1B2,37.3
Mg1C1Ni2.995Ru0.005,37.2
Mg1C1Ni2.999Fe0.001,37.2
La1Fe1P1F0.05O0.95,37.2
Bi1Te1Cl1,37.2
Cd0.1Pd0.9,37.2
La2.974Gd0.025In1,37.2
Mg1C1Ni2.995Ru0.005,37.14
Li2Pd2.4Ni0.6B1,37.1
Zr0.5Lu0.5P1Se1,37.1
Y4Dy1Os4Ge10,37
Hg1Sm0.5In0.5Pb2,37
Mg1C1.6Ni3,37
Mg1C1Ni3,37
Bi0.25Pb0.75,37
Ge1V3,37
Hf0.2Ta0.8,37
In0.5Sn0.5,37
Mo0.39Ru0.61,37
V3Ga0.793Sb0.207,37
V3Ga0.78Sn0.22,37
V0.497Ti0.476Mo0.026,37
V0.487Ti0.508Mo0.005,37
Nb2Se2,37
Mg1C1Ni3,37
Hf0.2Ta0.8,37
La5B2C6,37
Mo1.965Zr0.035B1C1,37
Nb1Se2,37
Mg1.2C1.52B0.08Ni3,37
Ca3Ir4Sn13,37
K0.4Mo1S2,37
Rb0.3Mo1S2,37
Cs0.3Mo1S2,37
K0.4Mo1S2,37
K0.4Mo1S2,37
Rb0.3Mo1S2,37
Cs0.3Mo1S2,37
La1Ru3Si2,37
Mg1C0.814B0.111Ni3,37
Pb0.89Tl0.11,37
Pb1Tl0.12,37
Mg1C1Ni2.7Fe0.3,37
Er0.9Gd0.1Rh4B4,37
Li2Pd3B1,37
Er0.91Gd0.09Rh4B4,37
Ti0.106V0.894,37
Pr0.8Sr0.2Fe0.9Co0.1As1O1,37
Ba0.1K0.9Fe2As2,37
Bi2Se3,37
Ce1Bi1S2F0.9O0.1,37
Hf0.4Ta0.6,37
Ba1Fe1.924Co0.076As2,37
Mg1C1Ni3,37
Nb0.63Ta0.37,37
Sc0.6V0.4,37
Ba1Fe1.58Ru0.42As2,37
Mo1.8W0.2B1C1,37
Si1,37
C3Er0.1Th1.9,37
Cs0.3Mo1S2,37
Cu0.1Sn0.9,37
In0.1Pb0.9,37
Ir0.2Ru0.05Zr0.75,37
Nb0.64Ta0.36,37
Re0.92V0.08,37
Re0.67Zr0.33,37
Re2Zr1,37
Nb3Sn0.56Ge0.44,37
Nb3Sn0.3Sb0.7,37
Ir1Mo3,37
Re0.92V0.08,37
Nb0.155Ti0.784Mo0.060,37
Y1Ni1.8Co0.2B2C1,37
La1Mo6S8,37
Mg1C1Ni2.97Cu0.03,37
La0.92Tm0.08Ru3Si2,37
B6Y1,37
Y0.9La0.1B6,37
Nb0.7Ta0.3,37
Mg1C1Ni3,37
Th1.9Er0.1C3,37
Th1.6Sc0.4C3,37
La1Mo6S8,37
La0.95Ce0.05Ru4P12,37
Ba4C60,37
Ga0.1Fe0.9Se0.85,37
Ga0.25Fe0.75Se0.85,37
Ca3Ir4Sn13,37
Nb4Fe1Si1,37
Ca1Ge3,37
Fe1Te0.88S0.12,37
Ba8Al5Si41,36.9
Re6Zr1,36.9
Ca3Ir4Sn13,36.9
Ag0.9Sn1.1Se1.8S0.2,36.9
Ti0.588V0.392Fe0.02,36.9
Bi0.85Sb0.15,36.9
Re0.75Ta0.25,36.9
Re3Ta1,36.9
Lu1Si3,36.9
Zr1.5Lu0.5P1.25Se0.75,36.8
La0.4Th0.6Pt4Ge12,36.8
Mg1C0.853B0.072Ni3,36.8
V0.765Si0.092Ge0.143,36.8
Sc0.3V0.7,36.8
Er1Rh2Ir2B4,36.78
Hg0.15Pb0.85,36.78
Nb1.02Se2,36.7
Re0.35W0.65,36.7
Lu2Ir3Si4.95Ge0.05,36.7
Nb0.25Re0.75,36.7
Re6Zr1,36.7
Re6Zr1,36.7
Re0.15Mo0.85,36.7
Pb0.85Tl0.15,36.7
Pb1Tl0.17,36.7
Ho1Ni1.995Co0.01B2C1,36.7
Mo0.1Nb0.9,36.7
Mg1C1Ni2.99Ru0.01,36.6
Ag0.76Sn1.24Se2,36.6
La1Fe1P1O1,36.6
Re6Zr1,36.6
La0.9Sr0.1Fe1As0.8P0.3O1,36.6
Mg1C1Ni2.99Ru0.01,36.6
Ti0.5V0.5,36.6
Si1,36.6
Ba4C60,36.55
Si1,36.54
Be3Ga1,36.5
Ge1V3,36.5
Ir0.26Mo0.74,36.5
Ir0.26Mo0.74,36.5
C1Ti0.5W0.5,36.5
Ti0.5W0.5C1,36.5
Nb0.091Ti0.878Ta0.031,36.5
Th1Pt2B2C1,36.5
Y1Ni1.8Co0.2B2C1,36.5
Y1Ni1.8Co0.2B2C1,36.5
Th1Pt2B2C1,36.5
Mo6Se6Br2,36.5
Mg1Co0.03Ni2.97,36.5
Pb0.2Yb0.8Mo6Se8,36.5
Mg1C1Ni3,36.5
Ag1B2,36.5
Th1.8Sc0.2C3,36.5
Mo6Se6Br2,36.5
Cs0.19W1O3,36.5
Mo1.9Nb0.1B1C1,36.49
Nb1Se2,36.4
Sr1Al1Ge1,36.4
Cs0.19W1O3,36.4
Nb1Se2,36.4
Fe1Te0.95Se0.05,36.4
Au0.125Sb0.75Te0.125,36.4
Au0.171Sb0.829,36.4
Ba1Fe1.92Co0.08As2,36.4
La1Pt1B1N1,36.4
La1Si10,36.375
La1Fe1P1F0.05O0.95,36.35
Re6Zr1,36.35
Pr2Pt3Ge5,36.3
H1Pt1,36.3
Ta0.7Hf0.3B1,36.3
Mo6Se7.5Te0.5,36.3
Nb5Ir0.8Pt2.2O1,36.3
Hf0.32Ta0.68,36.3
Mo6Se7.7Te0.3,36.26
Cr0.05Nb0.95,36.2
Zr0.5Y0.5P1Se1,36.2
In1Pb1,36.2
Fe0.99Ni0.01Se0.82,36.2
Y0.78Gd0.22Ni2B2C1,36.2
Lu4Sc1Ir4Si10,36.2
Tm1Ni1.9Fe0.1B2C1,36.2
Ca1Al1.1Si0.9,36.2
Pr0.98Ce0.02Pt4Ge12,36.2
La1Sn3,36.1
La1.52Nd0.4Sr0.08Cu1O4,36.1
La1.5Nd0.4Sr0.1Cu1O4,36.1
Cu0.14Sn0.86,36.1
Ho0.95La0.05Ni2B2C1,36.1
Hf0.25Zr0.75,36
B12Li2.5,36
La1Ru2.94Co0.06Si2,36
Mg0.1Pb0.9,36
Ho0.8Dy0.2Ni2B2C1,36
Hf0.52Ta0.48,36
La1Fe1P1O1,36
La1.85Sr0.15Cu0.976Zn0.024O4,36
Sm0.7Pr0.3Ba2Cu3O6.75,36
Lu5Ir4Si8Ge2,36
B5Nb1.9Sc0.1,36
H0.94Pd1,36
Hf0.33Nb0.33V0.33,36
Mo0.75Rh0.25,36
N1Nb0.9V0.1,36
Pb1Sb1,36
Re24Ti5,36
Ti0.33V0.33Zr0.33,36
Re24Ti5,36
Nb3Rh0.5Au0.5,36
C1Hf0.25Mo0.75,36
Hf1N0.989,36
Re24Ti6,36
Ho1.8Dy0.2Ni2B2C1,36
Mo3Se4,36
Er1Ni1.97Co0.06B2C1,36
Mg1C1Ni3,36
Ge0.27V0.73,36
Nb3Rh0.5Au0.5,36
Ir0.42Ta0.58,36
Nb5Si2.2B0.8,36
La1Fe0.875Co0.125As1O1,36
La1Fe1P1O1,36
Mg1C1Ni3,36
B0.048C0.952,36
Mg1.2C1.44B0.16Ni3,36
Ca1Pt3P1,36
Nb2Pd0.81S5,36
Au0.2Sb0.6Te0.2,36
Fe1Te0.8Se0.1S0.1,36
B6Y1,36
Re0.55Mo0.45,36
Li2B1Pd2.7Pt0.3,36
Ti0.588V0.392Ru0.02,36
Li2Pd2.55Ni0.45B1,36
B2Nb0.4,36
Ce0.91La0.09Ru2,36
Ce0.91La0.09Ru2,36
Zr1Os1P1,36
Zr1Os1P1,36
La1Ru4P12,36
Sr1Pt2.4Pd0.6P1,36
Nb0.6Ta0.4,36
Ce0.94La0.06Ru2,36
Ce0.9Pr0.1Ru2,36
Fe3Re2,36
La1Sn3,36
Ce0.94La0.06Ru2,36
Ce0.9Pr0.1Ru2,36
Bi1,36
Bi4S3O4,36
Lu4Sc1Ir4Si10,36
Ca1Al0.9Ga0.1Si1,36
Nb0.58Ta0.42,36
Pr0.8Eu0.2Pt4Ge12,35.94
Y0.8Th0.2Ni1C2,35.9
Re27Zr5,35.9
Mg1C1Ni2.98Ru0.02,35.9
Mo6Se7Cl1,35.9
C6Yb1,35.9
Zr2Co0.95Cu0.05,35.9
Dy1Ni2B2C1,35.9
La2.92Pr0.18Tl1,35.8
La1.94Sr0.06Cu1O3.995,35.8
La1.85Sr0.15Cu0.98Zn0.02O4,35.8
Nd1.85Ce0.15Cu0.985Fe0.015O4,35.8
K0.9Bi1.1O3,35.8
Mg1C1Ni3,35.8
C6Yb1,35.8
Sb1Ti3,35.8
C6Yb1,35.8
Al0.3Be0.7,35.8
B6Y1,35.7
Bi0.86Tl0.14,35.7
Cu0.1Pb0.9,35.7
Ir2Th1,35.7
La1Os2,35.7
La1Sn3,35.7
Mo0.5Re0.5,35.7
Mo0.28Re0.72,35.7
Nb2.9V0.3Au1,35.6
Nb3Si0.6Sn0.4,35.6
Ag0.8Ga0.2,35.6
C1Mo1,35.6
Ir2Th1,35.6
La3S4,35.6
Sn0.174Ta0.826,35.6
La3S4,35.55
La1Pt2.2B2C1,35.5
Th1Ni2B2C1,35.5
Th1Ni2B2C1,35.5
As1Nb3,35.5
C0.93Nb1,35.5
Tl2Mo6Se6,35.5
La1Ru3Si2,35.5
La1Ru3Si2,35.5
Ge0.25V0.75,35.5
Mo0.5Re0.5,35.5
Mg1C1Ni2.98Ru0.02,35.5
Th1Sc1C3,35.5
Th1Pt2B2C1,35.45
Nb0.15Zr0.85,35.4
As3La4,35.4
Th1Ir1Si1,35.4
Ca1Al1Si1,35.4
C3La2,35.4
Li2Pd2.4Ni0.6B1,35.3
Mg1C0.98Ni3,35.3
Bi0.1Sn0.9,35.3
La1Fe0.96Ni0.04As1O1,35.3
Fe1.12Se0.03Te0.97,35.3
Fe0.98Se0.25Te0.75,35.3
Tl2Mo6Se6,35.24
Ca1Al1Si1,35.2
W4.8Ta0.2Si1B2,35.2
Th1Ir1Si1,35.2
Te2W1,35.2
Mo6Se6.5Cl1.5,35.2
Mo0.4Re0.6,35.1
Nb0.1Ti0.9N0.98,35.1
Ba1Fe1.924Co0.076As2,35.1
Ag0.81Sn1.19Se2,35.1
Mo0.45Re0.55,35.1
C6Yb1,35.1
Lu0.8Ho0.2Ru1B2,35.1
Ca1.5Sr1.5Rh4Sn13,35.1
H0.965Pd1,35.1
Ce0.97La0.03Ru2,35.1
Al0.9Ge0.1,35.1
Ce0.97La0.03Ru2,35
La1Ru2.85Co0.15Si2,35
Ir0.91Se2,35
Th1Rh0.96Si1.04,35
Pr0.85Eu0.15Pt4Ge12,35
Mg1C1Ni2.995Fe0.005,35
Mg1C0.771B0.154Ni3,35
Er0.25Ho0.75Rh4B4,35
La1Ru2.94Cu0.06Si2,35
Pb0.73Tl0.27,35
Pb0.79Tl0.21,35
Pb1Tl0.27,35
In0.5Pb0.5,35
La1Sn3,35
Er0.187Ho0.813Rh4B4,35
Nb0.13Zr0.87,35
Ho1Rh3.72Ru0.28B4,35
Ho1Rh3.6Ru0.4B4,35
Ca1.5Sr1.5Rh4Sn13,35
Nb5Ir0.4Pt2.6O1,35
Bi0.93Sb0.07,35
Zr1V1.85Fe0.15,35
Tc0.7V0.3,35
Ho1Ir2Rh2B4,35
Tl0.45Bi0.46Mo6S7.5,35
Tl0.45Bi0.46Mo6S7.5,35
Ca2.5Co0.5Rh4Sn13,35
Ca1.5Sr1.5Rh4Sn13,35
Zr0.6Lu0.4P1S1,35
La1.85Sr0.15Cu0.96Ni0.04O4,35
Ba0.47K0.53Bi0.99Pr0.01O3,35
Rb1Os2O6,35
Rb1Os2O6,35
Mg1C1Ni3,35
B2.5Nb1,35
Bi5Tl3,35
In0.5Nb3Zr0.5,35
Sn1Ta3,35
V3Si0.2Sn0.8,35
V2.739Hf0.261Ga1,35
Nb3In0.5Zr0.5,35
Ca1Rh2,35
In0.5Nb3Zr0.5,35
Ge1Nb3,35
Y2I0.6Br1.4C2,35
Dy1Ni2B2C1,35
Nb1B0.2Rh3,35
Ge0.23V0.77,35
Ge0.21V0.79,35
V0.736Sb0.037Al0.227,35
La1Sn3,35
Nb3Zr0.5In0.5,35
Rh0.075Zr0.925,35
Re2Zr1,35
Mo6Se8,35
Nb5Si2.6B0.4,35
Nb5Si2B1,35
Rb1Os2O6,35
La1.74Sr0.26Cu1O4,35
Lu0.9Gd0.1Ru1B2,35
Li2Pd2.85Pt0.15B1,35
Zr1Ru1P0.85B0.15,35
Zr0.99V0.01B2,35
Ca2Al2.73Si4.27,35
Ba1Fe1.8Ni0.2As2,35
Ba0.818Na0.182Fe2As2,35
Tb0.5Sn1Se2,35
Tb0.75Sn1Se2,35
Tb1Sn1Se2,35
Pb1S1Yb1,35
Mo6Se6Cl2,35
Lu5Ir4Si9Ge1,35
Mo0.1Nb0.9,35
Mo6Se8,35
Y1Mo6Se8,35
Y1Mo6Se8,35
Dy1Ni2B2C1,35
La0.9Sr0.1Fe1As0.8P0.5O1,35
H0.963Pd1,35
Ba0.08K0.92Fe2As2,35
Zr1.85Y0.15P1.25Se0.75,35
In0.6Pb0.4,35
La0.5Nd0.5Pt2.1B2.4C1.2,35
Ag0.81Sn1.19Se2,35
Ca2.25Sr0.75Ir4Sn13,35
Mo0.42Re0.58,35
Ho1Rh3Ru1B4,35
Lu0.05Dy0.95Ni2B2C1,34.97
Mo0.42Re0.58,34.9
Nb1Se2.2,34.9
Nb1Se2.2,34.9
Ho1Rh2Ir2B4,34.9
Ga0.1Pb0.9,34.9
Mo6Se7.5Cl0.5,34.9
Rb1Os2O6,34.9
Lu2Ir3Si4.98Ge0.02,34.85
Y0.65Pr0.35Ba2Cu3O6.75,34.8
Rb1Os2O6,34.8
Rb1Os2O6,34.8
Rb1Os2O6,34.8
Rb1Os2O6,34.8
Ce1Ru2,34.8
La0.3Th0.7Ni1C2,34.8
Te1,34.8
Rb1Os1O6,34.8
Be2Ga1,34.8
Mo3Se4,34.7
Ti0.9V0.1,34.7
Ti0.9V0.1,34.7
Cs0.3Mo1S2,34.7
Co1Zr2,34.7
Co1Zr2,34.7
Ga1V2.1,34.7
Ga1V2.1,34.7
Mo6Se8,34.6
Ce1Ru2,34.6
Mo6Se8,34.6
Mg1C1Ni2.94Cu0.06,34.5
B2Re1,34.5
Mg1C0.965Ni3,34.5
Ho1Th3.4Ru0.6B4,34.5
Pb0.1Yb0.9Mo6Se8,34.5
Mo6Se7.85S0.15,34.5
Mo6Se7.9Te0.1,34.5
Mo6Se8,34.5
Ti0.91V0.09,34.45
Zr0.227V0.724Nb0.049,34.41
Mo6Se8,34.4
Mo6Se8,34.4
Mo6Se8,34.4
Rb1Os2O6,34.4
Ba1Al1Ge1,34.4
Zr1P1.25Se0.75,34.4
Dy1Ni2B2C1,34.4
Re0.65Mo0.35,34.4
Lu0.6Er0.4Ru1B2,34.4
Rb1Os2O6,34.3
Th0.25Zr0.75,34.3
Ge1Nb3,34.3
Ge1Nb3,34.3
Mo6Se7.6,34.3
Mo6Se7.6,34.3
Ce1Ru2,34.3
Ge1Nb3,34.3
Pb0.9Sb0.1,34.3
Mo6Se8,34.27
Ge1Nb3,34.2
Hf0.5Ta0.5,34.2
Rb1Os2O6,34.2
Zr1P1.4Se0.6,34.2
Zr1.85Lu0.15P1.25Se0.75,34.2
Nb1S2,34.2
Re3V1,34.2
Dy1Ni2B2C1,34.2
La0.87Th0.13Sn3,34.16
Hf0.2Ta0.8,34.1
Sr1Fe2As0.8P1.2,34.1
Mg1C1Ni2.99Fe0.01,34.1
Mo1Rb0.3S2,34
Nb0.5Ta0.5,34
Nb3Rh0.5Pt0.5,34
Nb3Rh0.5Pt0.5,34
Mo6Se8,34
Ti0.7V0.3,34
Lu2Fe3Si5,34
Ba1Pt3.25Au0.75Ge12,34
Nb2Pd1S5,34
Nb2Pd1S5,34
Ba1Pt3.25Au0.75Ge12,34
Dy1Ni2B2C1,34
La1,34
Zr1P1.35Se0.65,34
Ir0.94Se2,34
Ce1Ru2,34
Bi0.85Tl0.15,34
Ho0.2Dy0.8Ni2B2C1,34
Dy1Ni2B2C1,34
Ag0.85Sn1.15Se2,34
Mo6Se6.5Te1.5,34
La1,34
La1Ru2.94Cr0.06Si2,34
Ce1Ru2,34
Sr1Fe1.68Zn0.12Co0.2As2,34
La1Ru2.97Fe0.03Si2,34
Zr1P1.3Se0.7,34
Mo5.8Ru0.2Se8,34
Ca1Al1Si1,34
Ce1Ru2,34
B12Zr1,34
Ce1Ru2,34
Ce1Ru2Sc1,34
Ge0.1In0.9,34
Ir0.2Si0.05Zr0.75,34
K0.28Mo1S2,34
Nb1S2,34
Nb0.45Re0.55,34
Nb0.25Sn0.25Ta0.25V0.25,34
Nb0.47Ta0.53,34
