formula,Tc
Y1Ba2Cu2.98Co0.02O6.9,93.4
Y1Ba2Cu3O7,93.4
Hg0.92Ba2.05Cu1.03O4.063,93.4
Hg1Ba2Cu1O4.101,93.4
Y1Ba2Cu3O6.95,93.4
Y1Ba2Cu3O6.95,93.4
Y1Ba2Cu3O6.95,93.4
Y0.9Ba2Cu3O6.58,93.4
Y1.2Ba2Cu3O6.98,93.4
Y1Ba2Cu3O6.95,93.4
Y1Ba1.9Rb0.1Cu3O6.52,93.35
Y1Ba1.8Cs0.2Cu3O6.58,93.3
C0.3Ba2Ca4Cu5.7O12.965,93.3
Y1Ba2Cu3H1O7,93.2
Y2La0.15Ba3.85Cu6O13.99,93.2
Y1Ba2Cu3O6.87,93.2
Y0.5Cd0.5Ba2Cu3O7,93.2
Y1Ba1.88La0.12Cu3O6.96,93.2
Y1Ba1.97La0.03Cu3O6.96,93.2
Y1Ba2Cu3O6.95,93.2
Y1Ba2Cu3O6.19,93.2
Hg1Ba2Cu1O4.18,93.2
Y1Ba2Cu3O4.86,93.2
Y1Ba2Cu3O6.93,93.2
Y1Ba2Cu3O6.95,93.2
Y1Ba2Cu3O6.95,93.2
Y1Ba2Cu3O6.95,93.2
Y1Ba2Cu3O7,93.15
Gd0.97Pr0.03Ba2Cu3O7,93.1
Y1Ba2Cu3O6.91,93.1
Y1Ba2Cu3O6.93,93.1
Y2Ba4Cu7O14.97,93.1
Sm1Ba2Cu3O7,93.1
Bi2Sr2Ca1Cu2O8,93.1
Y1Ba2Cu3O6.95,93.05
Y1Ba2Cu3O7,93
Y1Ba2Cu3O7,93
Y2La0.2Ba3.8Cu6O13.92,93
Y2Ba4Cu6O13.9,93
La1Ba2Cu3O6.85,93
Nd1Ba2Cu3O6.84,93
Y1Ba2Cu3.85O6.85,93
Y1Ba2Cu3O7,93
Y1Ba2Cu3O7,93
Y2Ba4Cu7O15,93
Er1Ba2Cu3O7,93
Y1Ba2Cu3O7,93
Bi2Sr2Ca1Cu2O8,93
Bi2Sr2Ca1Cu2O8,93
Bi2Sr2Ca1Cu2O8,93
Bi2.15Sr1.8Ca1Cu2O8.15,93
Ga1Sr2Ca3Cu4O10.8,93
Y1Ba1.8K0.2Cu3O6.57,93
Y1Ba1.9La0.1Cu3O6.92,93
Tl1Sr2Ca0.2Y0.8Cu2O6.97,93
Y1Ba2Cu3O6.94,93
Y1Ba2Cu3O8,93
Y1Ba2Cu3O6.94,93
Y1Ba2Cu3O7,93
Er1Ba2Cu3O6.85,93
Y1Ba2Cu3O6.82,93
Y1Ba2Cu3O7,93
Bi2Sr2Ca1Cu2O8,93
Hg1Ba2Ca1Cu2O6.1,93
Y1Ba2Cu3O6.93,93
Y1Ba2Cu3O6.91,93
Y1Ba2Cu3O6.9,93
Y1Ba2Cu3O6.9,93
Y1Ba2Cu3O6.7,93
Y1Ba2Cu3O6.95,93
Y1Ba2Cu3O6.9,93
Y1Ba2Cu3O6.91,93
Bi2Sr1.8Y0.1Ca1.1Cu2O8.23,93
Gd1.1Ba1.9Cu3O7,93
Bi1.2Pb0.8Sr2Ca1Cu2O8,93
Tl0.7Na0.3Sr2Ca0.8Cr0.2Cu2O7,93
Ho1Ba2Cu3O6.71,92.9
Gd1Ba2Cu3O6.89,92.9
Y1Ba2Cu3O6.94,92.9
Y1Ba1.7K0.3Cu3O6.54,92.85
Y1Ba1.9La0.1Cu3O6.73,92.85
Y1Ba2Cu3O7,92.83
Sm1Ba2Cu3O6.85,92.8
Y0.8Cd0.2Ba2Cu3O7,92.8
Y0.7Cd0.3Ba2Cu3O7,92.8
Bi2Sr2Ca1Cu2O8.16,92.8
Bi2Sr2Ca1Cu2O8.16,92.8
Y1Ba2Cu3H0.06O6.91,92.8
Y2Ba4Cu7O15.1,92.8
Y1Ba2Cu3O6.95,92.8
Yb1Ba2Cu3O6.9,92.8
Y1Ba2Cu3O6.95,92.74
Dy1Ba2Cu3O6.82,92.7
Bi2Sr2Ca1Cu2O8.16,92.7
Y1Ba1.9K0.1Cu3O6.61,92.7
Bi2Sr2Ca1Cu2O8.19,92.7
Sm1Ba2Cu3O7,92.6
Y1Ba1.92La0.08Cu3O6.965,92.6
Y0.6Eu0.4Ba2Cu3O7,92.6
Bi2Sr2Ca0.8Y0.2Cu2O8.27,92.6
Y1Ba1.98La0.02Cu3O6.96,92.6
Y1Ba2Cu3O6.93,92.6
Y1Ba2Cu3O6.94,92.6
Y1Ba2Cu3O6.9,92.6
Bi2Sr2Ca1Cu1.988Ni0.012O8,92.55
Y1Ba2Cu3H0.14O7,92.5
Tm1Ba2Cu3O6.65,92.5
Y1Ba2Cu3O6.94,92.5
Er1Ba2Cu3O7,92.5
Y1Ba2Cu3O7,92.5
Y1Ba2Cu3O6.9,92.5
Y1Ba2Cu3O7,92.5
Y1Ba2Cu3O7,92.5
Bi2Sr2Ca0.8Lu0.2Cu2O8.27,92.5
Dy1Ba2Cu3O7,92.5
Tl2Ba2Cu1O6.1,92.5
Hg1Ba2Cu1O4.103,92.5
Y1Ba2Cu3O6.9,92.5
Y1Ba2Cu3O6.95,92.5
Y0.95Cs0.05Ba2Cu3O6.61,92.45
Er1Ba2Cu3O6.82,92.4
Tl2Ba2Cu1O6.1,92.4
Lu1Ba2Cu3O7,92.4
Y0.9Rb0.1Ba2Cu3O6.42,92.4
Y1Ba2Cu3O6.92,92.4
Bi2Sr2Ca1Cu2O8,92.4
Bi2Sr2Ca1Cu2O8,92.4
Y1Ba2Cu3O6.906,92.4
Y1Ba2Cu3O6.95,92.4
Y0.9La0.1Ba2Cu3O6.62,92.35
Y1Ba2Cu3O6.75,92.3
Y1Ba2Cu2.94Zr0.06O6.81,92.3
Y0.925Ba1.975Ca0.1Cu4O8,92.3
Y1Ba2Cu3O6.99,92.3
Y1.2Ba1.8Cu3O6.68,92.3
Ho1Ba2Cu3O6.87,92.3
Dy1Ba2Cu3O6.9,92.3
Y1Ba2Cu3O7,92.3
Y1Ba2Cu3O6.96,92.3
Y1Ba2Cu3O6.962,92.2
Y1Ba2Cu3O6.95,92.2
Y1Ba2Cu3O6.95,92.2
Nd1Ba2Cu3O7,92.2
Y1Ba2Cu3O6.92,92.2
Y1Ba2Cu3O6.92,92.2
Y1Ba2Cu3O6.96,92.2
Y1Ba2Cu3O6.98,92.2
Bi2Sr2Ca1Cu2O8.272,92.2
Y1Ba2Cu3O6.95,92.2
Eu1Ba2Cu3O7,92.15
Y1Ba2Cu3O7,92.12
Ho1Ba2Cu3O7,92.1
Ho1Ba2Cu3O7,92.1
Y1Ba2Cu3O6.89,92.1
Y1Ba2Cu3O7,92.1
Y1Ba2Cu3O7,92.1
Tm1Ba2Cu3O7,92.1
Y1Ba2Cu3O7,92.1
Bi2Sr2Ca0.8Yb0.2Cu2O8.26,92.1
Y1Ba2Cu3O7,92.1
Y1Ba1.99La0.01Cu3O6.96,92.1
Tl2Ba2Cu1O6,92.1
Tl2Ba2Cu1O6,92.1
Tl2Ba2Cu1O6,92.1
Hg0.92Ba2.05Cu1.03O4.058,92.1
Y1Ba2Cu3O6.89,92.1
Y1Ba2Cu3O6.962,92.1
Y0.9K0.1Ba2Cu3O6.51,92.05
Y0.95Rb0.05Ba2Cu3O6.59,92.05
Y1Ba2Cu3O7,92.03
Y1Ba2Cu3O7,92
Y1Ba2Cu2.9Al0.1O6.93,92
Y1Ba2Cu3O6.85,92
Y1Ba2Cu3O6.98,92
Eu1Ba2Cu3O7,92
Gd1Ba2Cu3O7,92
Gd1Ba2Cu3S1O6,92
Y1Ba2Cu3O6.89,92
Gd1Ba2Cu3O6.9,92
Y1Ba2Cu3O7,92
Y1Ba2Cu2.97Co0.03O6.96,92
Y1Ba2Cu2.925Co0.075O6.97,92
Y1Ba2Cu3O6.8,92
Y1Ba2Cu3O7,92
Y1Ba2Cu3O7,92
Er1Ba2Cu3O6.91,92
Y1Ba2Cu3O7,92
Y1Ba2Cu3O6.9,92
Y1Ba2Cu3O7,92
Y1Ba2Cu3O7.1,92
Y1Ba2Cu3O6.9,92
Y1Ba2Cu3O7,92
Y1Ba2Cu3O7,92
Y1Ba2Cu3O7,92
Y1Ba2Cu3O7,92
Tl2Ba2Ca1Cu2O7.984,92
Er1Ba2Cu3O7,92
Nd1.1Ba1.9Cu3O6.9,92
Y1Ba2Cu3O7,92
Y1Ba2Cu3O7,92
Y1Ba2Cu3O7,92
Y1Ba2Cu3O6.93,92
Bi2Sr2Ca0.8Y0.2Cu2O8.26,92
Y1Ba2Cu3O6.9,92
Y1Ba2Cu3O7,92
Y2Ba4Cu7O15,92
Y1Ba2Cu3O6.9,92
Er1Ba2Cu3O7,92
Bi2Sr2Ca1Cu2O8.194,92
Ba2Cu3O7,92
Y1Ba2Cu3O6.92,92
Y0.95Ca0.05Ba2Cu2.95Al0.05O6.88,92
Y1Ba2Cu3Br0.9O6.2,92
Bi0.33Hg0.67Sr2Y0.5Ca0.5Cu2O7,92
Hg1Ba2Ca1Cu2O6.08,92
Y1Ba2Cu3H1.4O6.98,92
Y1Ba2Cu3O7,92
Y1Ba2Cu3O7,92
Y1Ba1Sr1Cu3O6.9,92
Tl1Ba2Sr1Ca2Cu3O9,92
Y1Ba2Cu3O6.94,92
Y1Ba2Cu3O6.96,92
Y1Ba2Cu3O6.83,92
Tl1Sr2Ca0.5Y0.5Cu2O6.89,92
Tl1Sr2Ca0.4Y0.6Cu2O6.93,92
Tl1Sr2Ca0.3Y0.7Cu2O6.97,92
Hg1Ba2Cu1O4.085,92
Hg1Ba2Cu1O4.1,92
Pr1Ba2Cu3O7,92
Pr1Ba2Cu3O7,92
Y1Ba2Cu3O6.93,92
Y1Ba2Cu3O4,92
Bi1.8Pb0.2Sr2Ca1Cu2O8,92
Y1Ba2Cu3O6.98,92
Y1Ba2Cu3O6.9,92
Y1Ba2Cu3O7,92
Y1Ba2Cu3O6.03,92
Y1Ba2Cu3O6.88,92
Y1Ba2Cu3O6.93,92
Y1Ba2Cu3O6.88,92
Y1Ba2Cu3O6.93,92
Y1Ba2Cu3O7,92
Er1Ba2Cu3O7,92
Y1Ba2Cu3O6.95,92
Y1Ba2Cu3O7,92
Y1Ba2Cu3O7,92
Hg1Ba2Ca1Cu2O6.1,92
Y1Ba2Cu3O6.8,92
Tl0.5Pb0.5Sr2Ca0.65Y0.35Cu2O7,92
Y1Ba2Cu3O7,92
Eu1Ba2Cu3O6.5,92
Y1Ba2Cu3O6.9,92
Y1Ba2Cu3O6.9,92
Y1Ba2Cu3O6.6,92
Y1Ba2Cu3O6.1,0
Y1Ba2Cu3O6.6,92
Y1Ba2Cu3O6.6,92
Y1Ba2Cu3O6.9,92
Y1Ba2Cu3O6.9,92
Y1Ba2Cu3O6.91,92
Bi2Sr2Ca1Cu2O8.25,92
Y1Ba2Cu3O6.96,92
Y1Re0.05Ba2Cu2.95O7.02,92
Y1Ba2Cu3O6.96,92
Y1Re0.05Ba2Cu2.95O7.04,92
Y1Ba2Cu3O6.95,92
Y1Ba2Cu3O7,92
Y1Ba2Cu3O7,92
Gd1Ba2Cu3O6.758,92
Y1Ba2Cu3O6.93,92
Y1Ba2Cu3O7,92
Tl0.7Li0.3Sr2Ca0.8Cr0.2Cu2O7,92
Y1Ba2Cu3O7,91.95
Y0.85Rb0.15Ba2Cu3O6.48,91.95
Y1Ba1.9La0.1Cu3O7.06,91.9
Y1Ba1.86La0.14Cu3O6.96,91.9
Y1Ba2Cu3O7,91.85
Y1Ba2Cu2.98Fe0.02O6.93,91.8
Y1Ba2Cu2.95Fe0.05O6.92,91.8
Y1Ba2La1.94Cu3O6.963,91.8
Y1Ba2Cu3O7,91.8
Tl1Ba2Ca0.9Gd0.1Cu2O7,91.8
Y0.887Ba1.962Ca0.15Cu4O8,91.8
Y1Ba2Cu3O6.939,91.8
Ho1Ba2Cu3O6.96,91.8
Y1Ba1.96Sr0.04Cu3O6.98,91.8
Y1Ba2Cu3O6.955,91.8
Y1Ba2Cu3O6.96,91.8
Y1Ba2Cu3O6.94,91.7
Bi2Sr2Ca0.8Dy0.2Cu2O8.26,91.7
Y0.6Cd0.4Ba2Cu3O7,91.7
Y0.4Cd0.6Ba2Cu3O7,91.7
Nd1Ba2Cu3O6.81,91.7
Y0.95Sc0.05Ba2Cu3O6.63,91.7
Y1Ba1.8La0.2Cu3O6.81,91.7
Y1Ba2Cu3H0.52O6.91,91.7
Y1Ba2Cu3O7,91.7
Dy1Ba2Cu3O7,91.7
Y1Ba2Cu3O7,91.6
Y1Ba2Cu3O6.8,91.6
Y1Ba2Cu3O7,91.6
Y1Ba2Cu2.98Ni0.02O7,91.6
Y1Ba2Cu3O6.97,91.6
Y0.85Ba1.95Ca0.2Cu4O8,91.6
Y1Ba2Cu3O7,91.6
Y1Ba2Cu3O6.9,91.6
Hg0.92Ba2.05Cu1.03O4.065,91.6
Y1Ba2Cu3O6.9,91.6
Y1Ba2Cu3O7,91.5
Y1Ba1.9K0.1Cu3O6.9,91.5
Y1Ba2Cu3O7,91.5
Y0.95Pr0.05Ba2Cu3O6.97,91.5
Y0.95Pr0.05Ba2Cu3O6.95,91.5
Y0.962Ba1.987Ca0.05Cu4O8,91.5
Y1Ba2Cu3O7,91.5
Ho1Ba2Cu3O6.9,91.5
Y1Ba2Cu3O6.92,91.5
Y1Ba2Cu3O6.9,91.5
Y0.95Pr0.05Ba2Cu3O6.96,91.5
Er1Ba2Cu3O6.94,91.5
Er1Ba2Cu3O6.94,91.5
Nd1Ba2Cu3O6.93,91.5
Y0.975Ca0.025Ba2Cu3O6.95,91.5
Y1Ba2Cu3O6.88,91.5
Ho1Ba2Cu3O7,91.5
Y1Re0.1Ba2Cu2.9O7,91.5
Y1Re0.15Ba2Cu2.85O7.07,91.5
Bi2Sr3Cu2O8,91.5
Y1Ba2Cu2.96Co0.04O7,91.5
Y1Ba2Cu3O6.8,91.4
Y1Ba2Cu3O7,91.4
Y1Ba2Cu2.955Fe0.045O6.93,91.4
Y1Ba2Cu3O7,91.4
Y1Ba2Cu3O6.99,91.4
Y1Ba2Cu3O7,91.4
Y1Ba2Cu3O6.9,91.4
Y0.9Sc0.1Ba2Cu3O6.56,91.4
Y1Ba2Cu3H0.91O6.91,91.4
Dy0.95Pr0.05Ba2Cu3O6.9,91.4
Y1Ba2Cu3O6.93,91.4
Y1Ba2Cu3O7,91.4
Y1Ba2Cu3O6.96,91.4
Y1Ba2Cu3O6.94,91.4
Y1Ba2Cu3O6.93,91.4
Y0.2Yb0.8Ba2Cu3O6.91,91.4
Y1Ba2Cu3O7,91.3
Y1Ba2Cu3O7.1,91.3
Ho1Ba2Cu3O7,91.3
Y1Ba2Cu3O6.96,91.3
Y0.9Cs0.1Ba2Cu3O6.47,91.3
Y1Ba2Cu3O6.97,91.3
Y1.1Ba1.9Cu3O6.65,91.25
Y1Ba2Cu3H0.32O6.91,91.25
Y1Ba2Cu3O7,91.2
Y1Ba2Cu3O6.82,91.2
Y1Ba2Cu2.95Co0.05O6.88,91.2
Y1Ba2Cu2.97Fe0.03O7,91.2
Bi2Sr2Ca0.8Yb0.2Cu2O8.26,91.2
Y1Ba2Cu3O7,91.2
Y1Ba2Cu3O6.94,91.2
Y1Ba2Cu3O6.951,91.19
Y1Ba2Cu3Li0.02O7,91.18
Y1Ba2Cu3O7,91.15
Y1Ba2Cu3O7,91.1
Sm1Ba2Cu3O6.878,91.1
Er1Ba2Cu3O7,91.1
Bi2Sr1.8Ca1Lu0.2Cu2O8.27,91.1
Y0.9Ca0.1Ba2Cu2.9Al0.1O6.88,91.1
Er0.924Pr0.076Ba2Cu3O7,91.1
Y1Ba2Cu3O6.821,91.1
Y1Ba2Cu3H0.27O6.91,91.1
Y0.4Yb0.6Ba2Cu3O6.93,91.1
Nd1Ba1.8Sr0.2Cu3O6.96,91.1
Y1Ba2Cu3O7,91.06
Y1Ba1.7Rb0.3Cu3O6.52,91.05
Dy1Ba2Cu3O7,91.05
Y1Ba2Cu3O6.74,91
Y1Ba2Cu2.95Al0.05O6.93,91
Y1Ba2Cu3O6.9,91
Y1Ba2Cu3O6.84,91
Y1Ba2Cu3O7,91
Y1Ba2Cu3O6.9,91
Y1Ba2Cu3O6.86,91
Y1Ba2Cu3O7,91
Y1Ba2Cu3O7,91
Y1Ba2Cu3O7,91
Y1Ba2Cu3O6.92,91
Y1Ba2Cu3O6.95,91
Y0.9Ca0.1Ba2Cu4O8,91
Y1Ba2Cu3O7,91
Y1Ba2Cu3O7,91
Y1Ba2Cu3O6.93,91
Bi2Sr2Ca1Cu2O8.195,91
Bi2Sr2Ca1Cu2O8.118,91
Y1Ba2Cu3O6.9,91
Y1Ba2Cu3O6.95,91
Y1Ba2Cu3O7,91
Sr1Cu1O2,91
Y1Ba2Cu3F0.25O6.7,91
Y1Ba2Cu3F0.29O6.7,91
Y1Ba2Cu3F0.38O6.7,91
Hg1Ba2Cu1O4.07,91
Y1CaBa2Cu3NiO6.89,91
Sm1Ba2Cu3O6.86,91
Bi2Sr2Ca1Cu2O8.26,91
Nd1Ba2Cu3O6.98,91
Y0.14Tm0.85Ba2Cu3O7,91
Y1Ba2Cu3O6.95,91
Gd1Ba2Cu3O6.969,91
Y1Ba2Cu3O7,91
Y1Ba2Cu3F0.1O7,91
Y1Ba2Cu3F0.2O7,91
Tl1.63Ba2Ca1.3Cu2O7.94,91
Y0.9Tb0.1Ba2Cu3O7,91
Y0.68Tb0.32Ba2Cu3O7,91
Hg1Ba2Cu1O4.27,91
Y1Ba2Cu2.94Fe0.06O7.254,91
Tl2Ba2Cu1O6,91
Dy1Ba2Cu3O7,91
Hg0.8Mn0.2Ba2Cu1O4.2,91
Y1Ba1.9La0.1Cu3O6.99,91
Y1Ba2Cu3O6.93,91
Er1Ba2Cu3O6.93,91
Y1Re0.1Ba2Cu2.9O7.09,91
Y1Re0.15Ba2Cu2.85O7.17,91
Y1Ba2Cu3O6.957,91
Y0.99La0.01Ba2Cu3O7.07,91
Y0.9La0.1Ba2Cu3O6.97,91
Bi1.4Pb0.6Sr2Ca1Cu2O8,91
Na0.05W1O3,91
Na0.05W1O3,91
Ba2Ca3Cu4F1.4O8.6,91
Ba2Ca3Cu4F1.4O8.6,91
Y1Ba2Cu3H0.14O6.91,90.95
Y1Ba2Cu3O6.85,90.9
Bi2Sr2Ca0.8Gd0.2Cu2O8.27,90.9
Bi2Sr2Ca0.8Eu0.2Cu2O8.26,90.9
Y1Ba2Cu3O6.95,90.9
Er1Ba2Cu3O6.953,90.9
Hg1Ba2Cu1O4.105,90.9
Gd1Ba2Cu3O6.99,90.9
Y1Ba2Cu2.97Ga0.03O7,90.88
Y1Ba2Cu3O7,90.85
Y1Ba2Cu3O6.93,90.85
Y1Ba2Cu3O6.9,90.815
Tl1Ba2Ca0.9Nd0.1Cu2O7,90.8
Bi2Sr2Ca0.8Dy0.2Cu2O8.26,90.8
Lu1Ba2Cu3O7,90.8
Y1Ba2Cu3O6.89,90.8
Gd1Ba2Cu3O6.94,90.8
Y1Ba2Cu3O6.96,90.75
Sm1Ba2Cu3O6.941,90.7
Y1Ba2Cu3O7,90.7
Y1Ba2Cu2.98Fe0.02O7,90.7
Y1Ba2Cu3O7,90.7
Sm1Ba2Cu3O6.99,90.7
Y1Ba2Cu3O6.96,90.7
Hg0.92Ba2.05Cu1.03O4.044,90.7
Y1Ba2Cu3O6.9,90.6
Y1Ba2Cu2.95Ni0.05O7,90.6
Y1.04Ba1.96Cu3O6.8,90.6
Y1Ba2Cu3O6.88,90.6
Y1Ba2Cu3O7,90.6
Bi2Sr2Ca1Cu2O8.21,90.6
Y1Ba2Cu3O6.9,90.565
Y1Ba1.8Rb0.2Cu3O6.56,90.55
Y1Ba2Cu3F0.825O,90.5
Y1Ba2Cu3O7,90.5
Y1Ba1.8Sr0.2Cu3O6.8,90.5
Y1Ba2Cu3O7,90.5
Y1Ba2Cu3O7,90.5
Y0.85Ca0.15Ba2Cu2.85Al0.15O6.87,90.5
Y1Ba2Cu3O6.93,90.5
Y1Ba2Cu2.985Ni0.015O6.92,90.5
Y1Ba2Cu3O7,90.5
Y1Ba2Cu3O6.94,90.5
